"treenum"	"date"	"HMS"	"obsnum"	"time"	"photo"	"cond"	"ci"	"trmmol"	"VpdL"	"Area"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"C2Mch"	"H2Mch"
43	7/6/1998 0:00:00	12/30/1899 14:51:56	2.00	293.10	4.62	0.33	319.00	3.15	1.06	6.00	0.00	1.42	24.99	22.98	25.26	358.20	351.30	15.09	18.80	44.50	55.44	500.30	50.14	0.16	93.71	-0.10	0.02
74	7/7/1998 0:00:00	12/30/1899 13:25:17	1.00	233.94	1.61	0.10	319.00	1.44	1.30	6.00	0.00	1.42	26.28	25.65	26.40	354.00	351.50	19.64	21.32	53.72	58.32	500.60	48.94	0.41	93.85	3.10	0.70
74	7/7/1998 0:00:00	12/30/1899 13:25:17	2.00	261.69	1.56	0.10	318.00	1.46	1.31	6.00	0.00	1.42	26.44	25.69	26.51	352.50	350.00	19.62	21.33	53.15	57.79	500.40	48.99	0.34	93.86	3.10	0.70
41	7/6/1998 0:00:00	12/30/1899 15:14:40	1.00	112.58	4.63	0.32	318.00	3.21	1.12	6.00	0.00	1.42	25.12	22.86	25.72	358.30	351.40	14.13	17.91	41.34	52.40	500.40	49.95	0.05	93.72	-0.10	0.02
41	7/6/1998 0:00:00	12/30/1899 15:14:40	2.00	126.08	4.46	0.32	319.00	3.23	1.12	6.00	0.00	1.42	25.08	22.87	25.46	358.20	351.50	14.10	17.90	41.36	52.51	500.60	49.90	0.11	93.72	-0.10	0.02
70	7/7/1998 0:00:00	12/30/1899 13:07:30	1.00	100.96	2.44	0.29	329.00	2.86	1.07	6.00	0.00	1.42	27.52	25.58	28.07	355.30	351.20	20.29	23.65	51.64	60.17	500.50	50.44	0.31	93.86	3.10	0.70
70	7/7/1998 0:00:00	12/30/1899 13:07:30	2.00	149.71	1.88	0.29	332.00	2.93	1.10	6.00	0.00	1.42	27.85	25.74	28.70	353.60	350.10	20.23	23.66	50.48	59.03	500.40	50.56	0.05	93.87	3.10	0.70
28	7/3/1998 0:00:00	12/30/1899 14:01:31	1.00	58.96	2.56	0.22	321.00	2.64	1.26	6.00	0.00	1.42	27.32	25.57	28.30	357.30	348.90	15.23	21.43	39.49	55.57	250.00	49.11	0.00	94.56	0.00	0.08
28	7/3/1998 0:00:00	12/30/1899 14:01:31	2.00	80.71	2.40	0.22	323.00	2.66	1.26	6.00	0.00	1.42	27.41	25.60	28.60	357.30	349.30	15.21	21.46	39.23	55.37	249.90	49.34	0.26	94.56	0.00	0.08
29	7/3/1998 0:00:00	12/30/1899 14:05:19	1.00	59.71	2.64	0.23	323.00	2.70	1.21	6.00	0.00	1.42	27.94	25.18	29.22	358.60	350.00	14.80	21.14	37.01	52.86	250.00	49.54	0.30	94.55	0.00	0.08
29	7/3/1998 0:00:00	12/30/1899 14:05:19	2.00	82.96	2.61	0.24	323.00	2.74	1.22	6.00	0.00	1.42	28.25	25.21	30.21	358.60	350.00	14.74	21.19	36.22	52.03	249.90	49.59	1.32	94.56	0.00	0.08
2	7/2/1998 0:00:00	12/30/1899 13:17:54	1.00	25.44	2.08	0.27	328.00	2.62	1.05	6.00	0.00	1.42	19.29	18.39	18.81	351.50	347.90	8.25	11.36	34.71	47.79	500.30	48.87	0.42	94.42	2.70	0.55
2	7/2/1998 0:00:00	12/30/1899 13:17:54	2.00	68.19	2.56	0.27	327.00	2.59	1.03	6.00	0.00	1.42	19.24	18.22	19.07	354.10	349.90	8.27	11.34	34.87	47.81	500.40	49.24	0.75	94.41	2.70	0.55
1	7/2/1998 0:00:00	12/30/1899 13:14:05	1.00	51.95	1.86	0.35	333.00	2.99	0.97	6.00	0.00	1.42	20.04	18.10	20.37	351.80	348.30	8.22	11.76	32.99	47.21	500.20	50.34	0.13	94.41	2.70	0.55
1	7/2/1998 0:00:00	12/30/1899 13:14:05	2.00	66.95	2.25	0.35	330.00	2.99	0.97	6.00	0.00	1.42	20.03	18.13	20.45	352.10	348.10	8.23	11.77	33.03	47.26	500.30	50.36	0.06	94.41	2.70	0.55
3	7/2/1998 0:00:00	12/30/1899 13:02:32	1.00	29.46	1.92	0.26	330.00	2.55	1.07	6.00	0.00	1.42	20.20	18.36	20.63	352.70	349.30	8.08	11.10	32.10	44.10	500.40	49.94	0.22	94.42	2.70	0.55
3	7/2/1998 0:00:00	12/30/1899 13:02:32	2.00	48.21	2.19	0.26	328.00	2.54	1.07	6.00	0.00	1.42	20.11	18.32	20.36	352.90	349.20	8.08	11.10	32.31	44.37	500.40	49.94	0.20	94.42	2.70	0.55
4	7/2/1998 0:00:00	12/30/1899 13:05:43	1.00	199.95	2.60	0.29	328.00	2.71	1.02	6.00	0.00	1.42	19.56	18.15	19.66	354.40	350.10	8.12	11.33	33.56	46.86	500.20	49.71	0.68	94.42	2.70	0.55
4	7/2/1998 0:00:00	12/30/1899 13:05:43	2.00	225.45	2.79	0.29	326.00	2.70	1.02	6.00	0.00	1.42	19.54	18.14	19.67	354.40	349.90	8.13	11.34	33.67	46.94	500.20	49.71	0.46	94.42	2.70	0.55
33	7/3/1998 0:00:00	12/30/1899 13:45:09	2.00	664.22	2.10	0.24	328.00	3.02	1.31	6.00	0.00	1.42	28.20	26.02	29.04	358.40	350.90	14.76	21.84	36.37	53.81	250.00	51.11	0.15	94.56	0.00	0.08
33	7/3/1998 0:00:00	12/30/1899 13:45:09	3.00	674.72	2.07	0.24	328.00	3.02	1.31	6.00	0.00	1.42	28.21	26.03	29.04	358.20	350.70	14.80	21.90	36.44	53.91	249.90	50.87	0.38	94.56	0.00	0.08
31	7/3/1998 0:00:00	12/30/1899 13:58:26	1.00	42.21	3.00	0.27	324.00	3.12	1.23	6.00	0.00	1.42	29.12	25.92	31.40	361.10	351.30	15.16	22.48	35.40	52.49	250.00	50.31	0.23	94.56	0.00	0.08
31	7/3/1998 0:00:00	12/30/1899 13:58:26	2.00	74.46	2.10	0.29	331.00	3.09	1.16	6.00	0.00	1.42	27.55	25.52	26.61	359.30	351.60	15.16	22.40	38.76	57.30	249.80	50.21	0.56	94.56	0.00	0.08
6	7/2/1998 0:00:00	12/30/1899 12:57:49	1.00	34.96	1.70	0.29	335.00	2.62	1.01	6.00	0.00	1.42	18.89	17.90	18.88	354.70	351.50	8.04	11.14	34.66	48.04	500.30	51.03	0.35	94.43	2.70	0.55
6	7/2/1998 0:00:00	12/30/1899 12:57:49	2.00	59.71	2.28	0.29	329.00	2.61	1.00	6.00	0.00	1.42	19.15	17.88	19.46	353.70	349.90	8.05	11.15	34.15	47.31	500.30	51.09	0.37	94.43	2.70	0.55
5	7/2/1998 0:00:00	12/30/1899 12:54:13	1.00	70.72	2.27	0.22	325.00	2.23	1.07	6.00	0.00	1.42	19.07	17.98	19.08	352.70	349.00	7.98	10.63	34.04	45.31	500.10	51.18	0.35	94.43	2.70	0.55
5	7/2/1998 0:00:00	12/30/1899 12:54:13	2.00	92.47	2.32	0.22	324.00	2.22	1.07	6.00	0.00	1.42	19.09	18.01	19.09	352.90	349.20	7.99	10.63	34.02	45.25	500.30	51.26	0.56	94.43	2.70	0.55
30	7/3/1998 0:00:00	12/30/1899 14:11:17	1.00	23.45	2.36	0.28	326.00	3.09	1.20	6.00	0.00	1.42	27.16	25.23	28.58	356.60	348.30	14.12	21.38	36.95	55.94	250.00	50.60	0.19	94.55	0.00	0.08
30	7/3/1998 0:00:00	12/30/1899 14:11:17	2.00	42.20	2.67	0.28	325.00	3.13	1.20	6.00	0.00	1.42	27.41	25.23	28.65	358.30	349.30	14.09	21.43	36.33	55.26	250.00	50.26	0.41	94.56	0.00	0.08
32	7/3/1998 0:00:00	12/30/1899 13:37:43	1.00	217.46	2.47	0.25	321.00	3.80	1.62	6.00	0.00	1.42	28.79	25.96	30.23	352.30	347.80	14.02	18.50	33.38	44.04	500.50	50.19	0.33	94.58	0.00	0.08
32	7/3/1998 0:00:00	12/30/1899 13:37:43	2.00	239.21	4.18	0.28	315.00	4.09	1.61	6.00	0.00	1.42	28.81	25.96	30.22	359.20	352.50	13.77	18.58	32.75	44.18	500.50	50.25	0.04	94.57	0.00	0.08
12	7/2/1998 0:00:00	12/30/1899 14:23:03	1.00	29.19	2.97	0.26	324.00	2.08	0.87	6.00	0.00	1.42	19.54	18.21	19.68	354.30	349.90	10.53	12.99	43.62	53.80	500.30	49.03	0.00	94.41	2.50	0.55
12	7/2/1998 0:00:00	12/30/1899 14:23:03	2.00	53.94	3.09	0.25	323.00	2.04	0.86	6.00	0.00	1.42	19.00	18.15	18.28	354.70	350.10	10.56	12.97	45.21	55.53	500.30	49.11	0.00	94.41	2.50	0.55
8	7/2/1998 0:00:00	12/30/1899 14:42:53	1.00	79.67	3.28	0.25	321.00	1.94	0.84	6.00	0.00	1.42	18.14	17.96	17.58	355.00	350.20	10.69	12.98	48.27	58.64	500.40	50.80	0.57	94.41	2.50	0.55
8	7/2/1998 0:00:00	12/30/1899 14:42:53	2.00	117.92	3.24	0.25	322.00	1.92	0.83	6.00	0.00	1.42	18.19	17.91	17.52	354.90	350.20	10.71	12.98	48.20	58.45	500.40	50.49	0.31	94.41	2.50	0.55
63	7/7/1998 0:00:00	12/30/1899 15:24:24	1.00	89.21	2.24	0.15	318.00	1.96	1.28	6.00	0.00	1.42	27.06	26.23	26.62	354.50	351.00	20.49	22.79	53.50	59.50	500.50	50.07	0.05	93.80	2.90	0.70
63	7/7/1998 0:00:00	12/30/1899 15:24:24	2.00	107.21	2.20	0.15	318.00	1.95	1.28	6.00	0.00	1.42	26.99	26.21	26.69	354.20	350.80	20.52	22.81	53.81	59.80	500.30	49.83	0.85	93.80	2.90	0.70
9	7/2/1998 0:00:00	12/30/1899 14:25:41	1.00	132.94	2.71	0.06	274.00	0.65	0.99	6.00	0.00	1.42	17.93	18.02	17.39	353.30	349.70	10.67	11.44	48.86	52.38	500.40	49.31	1.48	94.41	2.50	0.55
9	7/2/1998 0:00:00	12/30/1899 14:25:41	2.00	211.69	2.56	0.06	278.00	0.64	0.98	6.00	0.00	1.42	18.18	17.91	17.92	353.10	349.70	10.65	11.41	47.98	51.43	500.40	49.51	0.84	94.41	2.50	0.55
10	7/2/1998 0:00:00	12/30/1899 14:36:19	1.00	21.43	3.81	0.18	307.00	1.60	0.91	6.00	0.00	1.42	18.89	18.07	18.28	354.70	349.50	10.43	12.33	44.96	53.15	500.30	49.55	0.20	94.41	2.50	0.55
10	7/2/1998 0:00:00	12/30/1899 14:36:19	2.00	47.68	3.77	0.18	308.00	1.60	0.91	6.00	0.00	1.42	18.83	18.04	18.74	354.60	349.40	10.43	12.32	45.12	53.32	500.30	49.51	0.13	94.41	2.50	0.55
62	7/7/1998 0:00:00	12/30/1899 15:20:53	1.00	116.96	2.37	0.20	321.00	2.27	1.17	6.00	0.00	1.42	26.68	25.56	26.81	352.80	349.00	19.96	22.61	53.31	60.39	500.50	49.91	0.15	93.80	2.90	0.70
62	7/7/1998 0:00:00	12/30/1899 15:20:53	2.00	146.96	2.29	0.20	322.00	2.27	1.17	6.00	0.00	1.42	26.87	25.64	26.96	352.70	348.90	20.06	22.73	52.98	60.02	500.50	50.17	0.44	93.80	2.90	0.70
7	7/2/1998 0:00:00	12/30/1899 14:39:46	1.00	47.68	2.88	0.28	326.00	2.20	0.85	6.00	0.00	1.42	19.00	18.14	18.56	354.30	349.90	10.51	13.11	44.97	56.13	500.20	49.38	0.61	94.41	2.50	0.55
7	7/2/1998 0:00:00	12/30/1899 14:39:46	2.00	76.17	3.01	0.29	326.00	2.20	0.84	6.00	0.00	1.42	18.83	18.17	18.29	354.50	349.90	10.58	13.18	45.78	57.05	500.40	49.42	0.27	94.41	2.50	0.55
61	7/7/1998 0:00:00	12/30/1899 15:13:36	1.00	377.22	2.20	0.15	316.00	1.92	1.28	6.00	0.00	1.42	25.85	25.54	25.38	352.50	349.00	19.13	21.38	53.66	59.99	500.40	51.13	0.50	93.81	2.90	0.70
61	7/7/1998 0:00:00	12/30/1899 15:13:36	2.00	394.47	2.31	0.15	315.00	1.92	1.29	6.00	0.00	1.42	25.95	25.62	25.69	352.50	348.90	19.22	21.46	53.57	59.83	500.50	50.97	1.33	93.81	2.90	0.70
11	7/2/1998 0:00:00	12/30/1899 14:32:30	1.00	102.68	3.42	0.22	317.00	1.81	0.87	6.00	0.00	1.42	19.05	17.97	19.08	355.10	350.30	10.48	12.62	44.74	53.88	500.10	50.88	0.12	94.42	2.50	0.55
11	7/2/1998 0:00:00	12/30/1899 14:32:30	2.00	170.93	3.47	0.22	317.00	1.83	0.88	6.00	0.00	1.42	19.09	18.04	19.07	355.30	350.40	10.46	12.62	44.52	53.73	500.20	50.78	0.04	94.41	2.50	0.55
37	7/6/1998 0:00:00	12/30/1899 14:44:27	1.00	8.36	23.00	0.44	238.00	3.98	1.08	6.00	0.00	1.42	22.61	23.24	21.80	377.70	348.40	14.34	19.02	48.79	64.73	500.50	1199.00	0.56	93.72	-0.10	0.02
37	7/6/1998 0:00:00	12/30/1899 14:44:27	2.00	31.61	23.50	0.44	237.00	3.97	1.07	6.00	0.00	1.42	22.58	23.20	21.80	379.40	349.50	14.34	19.01	48.87	64.80	500.40	1200.00	0.28	93.73	-0.10	0.02
64	7/7/1998 0:00:00	12/30/1899 12:37:19	1.00	81.91	18.90	0.36	240.00	4.10	1.30	6.00	0.00	1.42	24.89	26.43	23.05	372.40	348.00	18.26	23.06	54.26	68.54	500.50	1201.00	0.09	93.88	3.10	0.97
64	7/7/1998 0:00:00	12/30/1899 12:37:19	2.00	99.16	19.60	0.36	237.00	4.06	1.28	6.00	0.00	1.42	24.80	26.35	23.15	373.90	348.70	18.32	23.07	54.74	68.95	500.50	1201.00	0.20	93.88	3.10	0.97
65	7/7/1998 0:00:00	12/30/1899 12:39:54	1.00	50.66	18.60	0.30	226.00	3.70	1.35	6.00	0.00	1.42	25.26	26.64	24.55	373.80	349.90	18.58	22.91	53.99	66.57	500.60	1201.00	0.12	93.87	3.10	0.97
65	7/7/1998 0:00:00	12/30/1899 12:39:54	2.00	70.91	18.60	0.30	227.00	3.68	1.35	6.00	0.00	1.42	25.35	26.61	23.89	374.00	350.10	18.59	22.90	53.75	66.23	500.50	1200.00	0.34	93.88	3.10	0.97
66	7/7/1998 0:00:00	12/30/1899 12:32:26	1.00	94.42	16.10	0.26	228.00	4.06	1.65	6.00	0.00	1.42	26.66	27.50	25.11	370.10	349.10	16.87	21.64	45.15	57.90	500.40	1200.00	0.15	93.88	3.10	0.97
66	7/7/1998 0:00:00	12/30/1899 12:32:26	2.00	104.92	15.60	0.26	232.00	4.03	1.65	6.00	0.00	1.42	26.38	27.46	24.74	370.20	349.80	16.89	21.62	45.96	58.82	500.60	1200.00	0.56	93.88	3.10	0.97
67	7/7/1998 0:00:00	12/30/1899 12:30:19	1.00	59.42	20.90	0.39	247.00	4.31	1.28	6.00	0.00	1.42	25.54	26.05	24.63	386.10	359.20	17.37	22.42	49.66	64.10	500.60	1199.00	0.27	93.88	3.10	0.97
67	7/7/1998 0:00:00	12/30/1899 12:30:19	2.00	77.42	20.50	0.39	248.00	4.37	1.29	6.00	0.00	1.42	25.49	26.10	24.74	384.30	357.90	17.27	22.39	49.54	64.22	500.60	1200.00	0.05	93.88	3.10	0.97
39	7/6/1998 0:00:00	12/30/1899 14:46:51	1.00	73.86	22.00	0.40	237.00	3.77	1.10	6.00	0.00	1.42	22.83	23.32	22.21	379.30	351.40	14.51	18.95	48.73	63.63	500.40	1199.00	0.17	93.72	-0.10	0.02
39	7/6/1998 0:00:00	12/30/1899 14:46:51	2.00	88.10	22.70	0.40	230.00	3.77	1.09	6.00	0.00	1.42	22.75	23.29	21.93	376.10	347.30	14.55	18.98	49.09	64.04	500.40	1199.00	0.06	93.72	-0.10	0.02
36	7/6/1998 0:00:00	12/30/1899 14:33:01	1.00	116.37	23.00	0.32	209.00	3.20	1.10	6.00	0.00	1.42	22.47	23.17	21.80	378.00	349.00	14.87	18.64	51.04	63.97	500.50	1200.00	0.09	93.72	-0.10	0.02
36	7/6/1998 0:00:00	12/30/1899 14:33:01	2.00	146.37	22.40	0.32	214.00	3.20	1.10	6.00	0.00	1.42	22.38	23.12	21.58	378.10	349.90	14.84	18.60	51.23	64.20	500.40	1200.00	0.16	93.73	-0.10	0.02
69	7/7/1998 0:00:00	12/30/1899 12:25:40	1.00	156.17	19.00	0.36	242.00	3.98	1.26	6.00	0.00	1.42	24.76	26.00	23.81	375.50	351.00	17.90	22.56	53.61	67.58	500.40	1201.00	0.09	93.88	3.10	0.97
69	7/7/1998 0:00:00	12/30/1899 12:25:40	2.00	173.42	19.10	0.36	241.00	3.96	1.25	6.00	0.00	1.42	24.79	25.99	23.75	375.60	351.00	17.94	22.57	53.62	67.47	500.50	1201.00	0.39	93.88	3.10	0.97
34	7/6/1998 0:00:00	12/30/1899 14:26:45	1.00	19.13	24.60	0.34	206.00	3.13	1.04	6.00	0.00	1.42	22.90	23.22	22.14	381.00	350.20	15.74	19.42	52.62	64.92	500.50	1200.00	0.20	93.73	-0.10	0.02
34	7/6/1998 0:00:00	12/30/1899 14:26:45	2.00	36.38	24.20	0.34	209.00	3.14	1.04	6.00	0.00	1.42	22.84	23.20	22.19	381.00	350.60	15.69	19.38	52.64	65.03	500.40	1200.00	1.66	93.73	-0.10	0.02
35	7/6/1998 0:00:00	12/30/1899 14:28:48	1.00	116.37	22.30	0.34	218.00	3.28	1.07	6.00	0.00	1.42	21.89	23.25	20.56	375.50	347.40	15.24	19.10	54.22	67.94	500.40	1199.00	0.08	93.73	-0.10	0.02
35	7/6/1998 0:00:00	12/30/1899 14:28:48	2.00	138.87	23.30	0.34	215.00	3.26	1.07	6.00	0.00	1.42	21.84	23.20	20.84	379.10	349.80	15.21	19.05	54.23	67.93	500.50	1200.00	0.30	93.73	-0.10	0.02
38	7/6/1998 0:00:00	12/30/1899 14:37:33	1.00	136.86	22.60	0.38	228.00	3.36	1.02	6.00	0.00	1.42	21.95	22.63	21.51	378.90	350.30	14.54	18.49	51.51	65.51	500.60	1199.00	0.01	93.73	-0.10	0.02
38	7/6/1998 0:00:00	12/30/1899 14:37:33	2.00	155.61	23.20	0.38	225.00	3.39	1.03	6.00	0.00	1.42	22.14	22.65	21.62	377.80	348.60	14.52	18.50	50.83	64.79	500.50	1199.00	0.19	93.73	-0.10	0.02
68	7/7/1998 0:00:00	12/30/1899 12:21:45	1.00	142.18	16.40	0.31	245.00	3.92	1.38	6.00	0.00	1.42	24.25	26.49	22.43	372.30	351.00	17.65	22.24	54.49	68.67	500.60	1200.00	1.24	93.88	3.10	0.97
68	7/7/1998 0:00:00	12/30/1899 12:21:45	2.00	165.43	16.60	0.30	240.00	3.80	1.39	6.00	0.00	1.42	24.27	26.39	22.58	372.40	350.80	17.59	22.03	54.24	67.96	500.60	1200.00	0.95	93.88	3.10	0.97
24	7/3/1998 0:00:00	12/30/1899 12:23:00	1.00	34.68	18.20	0.21	188.00	3.53	1.77	6.00	0.00	1.42	26.07	26.41	24.78	374.90	351.60	13.71	17.87	38.28	49.87	500.50	1198.00	1.58	94.57	2.00	0.56
24	7/3/1998 0:00:00	12/30/1899 12:23:00	2.00	73.68	16.30	0.21	203.00	3.48	1.71	6.00	0.00	1.42	24.89	26.04	23.35	368.20	347.20	13.62	17.72	40.76	53.04	500.50	1202.00	0.09	94.57	2.00	0.56
51	7/6/1998 0:00:00	12/30/1899 12:44:46	1.00	37.19	20.10	0.47	276.00	2.97	0.76	6.00	0.00	1.42	21.71	22.50	20.99	393.50	368.10	17.54	21.02	63.12	75.65	500.30	1199.00	0.20	93.80	3.20	0.19
51	7/6/1998 0:00:00	12/30/1899 12:44:46	2.00	85.94	20.70	0.47	253.00	2.93	0.74	6.00	0.00	1.42	21.36	22.43	20.39	371.20	345.20	17.61	21.05	64.76	77.40	500.60	1200.00	0.04	93.80	3.20	0.19
25	7/3/1998 0:00:00	12/30/1899 12:39:43	1.00	58.42	18.10	0.28	225.00	4.63	1.78	6.00	0.00	1.42	25.44	25.44	24.81	375.10	351.50	10.22	15.69	29.62	45.47	500.50	1200.00	0.38	94.58	2.00	0.56
25	7/3/1998 0:00:00	12/30/1899 12:39:43	2.00	110.92	17.50	0.29	229.00	4.57	1.74	6.00	0.00	1.42	25.27	25.17	25.11	373.10	350.20	10.18	15.58	29.81	45.59	500.40	1201.00	0.20	94.57	2.00	0.56
26	7/3/1998 0:00:00	12/30/1899 12:34:34	1.00	6.67	18.10	0.27	219.00	4.40	1.76	6.00	0.00	1.42	28.06	25.56	30.40	374.20	350.70	10.96	16.14	27.20	40.07	500.60	1200.00	0.19	94.57	2.00	0.56
26	7/3/1998 0:00:00	12/30/1899 12:34:34	2.00	80.92	18.20	0.29	223.00	4.43	1.68	6.00	0.00	1.42	25.44	25.06	25.54	372.50	348.70	10.71	15.94	31.04	46.19	500.20	1199.00	2.81	94.57	2.00	0.56
22	7/3/1998 0:00:00	12/30/1899 12:31:17	1.00	46.18	15.00	0.18	201.00	3.21	1.78	6.00	0.00	1.42	26.21	25.30	27.01	370.80	351.50	11.58	15.36	32.04	42.52	500.30	1200.00	1.40	94.57	2.00	0.56
22	7/3/1998 0:00:00	12/30/1899 12:31:17	2.00	89.67	14.90	0.19	202.00	3.27	1.80	6.00	0.00	1.42	26.12	25.31	26.64	369.50	350.20	11.38	15.24	31.67	42.41	500.30	1200.00	0.24	94.57	2.00	0.56
53	7/6/1998 0:00:00	12/30/1899 12:54:15	1.00	164.18	24.30	0.71	267.00	3.13	0.60	6.00	0.00	1.42	20.96	21.90	20.25	378.70	348.20	18.00	21.67	67.79	81.64	500.40	1200.00	0.37	93.79	3.20	0.19
53	7/6/1998 0:00:00	12/30/1899 12:54:15	2.00	187.43	24.30	0.70	270.00	3.14	0.60	6.00	0.00	1.42	20.99	21.92	20.26	381.50	351.10	18.01	21.69	67.74	81.57	500.50	1200.00	0.73	93.79	3.20	0.19
49	7/6/1998 0:00:00	12/30/1899 12:49:52	1.00	114.43	18.00	0.28	227.00	2.16	0.83	6.00	0.00	1.42	20.60	22.56	18.83	371.40	348.90	17.86	20.39	68.80	78.56	500.60	1198.00	0.60	93.79	3.20	0.19
49	7/6/1998 0:00:00	12/30/1899 12:49:52	2.00	136.18	18.10	0.28	226.00	2.12	0.81	6.00	0.00	1.42	20.37	22.45	18.81	371.40	348.80	17.90	20.39	69.90	79.64	500.60	1199.00	0.20	93.79	3.20	0.19
50	7/6/1998 0:00:00	12/30/1899 12:47:04	1.00	79.94	20.40	0.43	251.00	2.74	0.74	6.00	0.00	1.42	21.20	22.38	20.24	374.20	348.60	17.79	21.00	66.03	77.96	500.50	1201.00	1.35	93.80	3.20	0.19
50	7/6/1998 0:00:00	12/30/1899 12:47:04	2.00	94.19	20.10	0.43	254.00	2.71	0.74	6.00	0.00	1.42	21.11	22.34	19.99	376.20	351.00	17.79	20.97	66.40	78.28	500.40	1201.00	0.22	93.80	3.20	0.19
23	7/3/1998 0:00:00	12/30/1899 12:27:04	1.00	50.18	16.70	0.29	234.00	4.20	1.59	6.00	0.00	1.42	26.52	25.35	27.45	370.30	348.50	12.57	17.52	34.17	47.63	500.70	1201.00	0.31	94.57	2.00	0.56
23	7/3/1998 0:00:00	12/30/1899 12:27:04	2.00	70.43	17.10	0.29	234.00	4.17	1.56	6.00	0.00	1.42	25.50	25.11	24.31	372.20	349.90	12.48	17.39	36.03	50.21	500.40	1199.00	0.38	94.58	2.00	0.56
54	7/6/1998 0:00:00	12/30/1899 13:00:05	1.00	163.97	22.50	0.63	268.00	3.22	0.66	6.00	0.00	1.42	20.97	22.50	19.63	378.20	349.90	18.26	22.04	68.72	82.92	500.60	1200.00	0.09	93.78	3.20	0.19
54	7/6/1998 0:00:00	12/30/1899 13:00:05	2.00	187.22	22.80	0.64	268.00	3.17	0.65	6.00	0.00	1.42	20.81	22.35	19.42	378.30	349.70	18.26	21.97	69.40	83.52	500.50	1199.00	0.53	93.78	3.20	0.19
52	7/6/1998 0:00:00	12/30/1899 12:40:33	1.00	98.19	18.60	0.43	260.00	3.01	0.82	6.00	0.00	1.42	21.14	22.85	19.42	374.40	350.80	17.44	20.98	64.98	78.15	500.60	1199.00	1.51	93.80	3.20	0.19
52	7/6/1998 0:00:00	12/30/1899 12:40:33	2.00	113.19	19.40	0.43	255.00	2.96	0.81	6.00	0.00	1.42	20.91	22.73	19.16	374.00	349.50	17.47	20.94	66.00	79.12	500.70	1200.00	0.37	93.80	3.20	0.19
27	7/3/1998 0:00:00	12/30/1899 12:17:57	1.00	83.19	22.90	0.24	166.00	4.27	1.91	6.00	0.00	1.42	27.83	27.40	26.98	378.10	348.80	13.55	18.58	34.12	46.76	500.30	1201.00	0.59	94.58	2.00	0.56
27	7/3/1998 0:00:00	12/30/1899 12:17:57	2.00	142.44	16.60	0.23	211.00	3.96	1.78	6.00	0.00	1.42	25.45	26.71	23.81	368.90	347.30	13.72	18.38	39.71	53.20	500.30	1198.00	0.15	94.57	2.00	0.56
45	7/6/1998 0:00:00	12/30/1899 15:31:02	1.00	151.31	21.40	0.30	210.00	3.42	1.26	6.00	0.00	1.42	22.60	23.42	21.80	376.80	349.70	13.41	17.44	45.68	59.41	500.40	1200.00	0.68	93.72	-0.10	0.02
45	7/6/1998 0:00:00	12/30/1899 15:31:02	2.00	203.81	21.70	0.30	207.00	3.37	1.24	6.00	0.00	1.42	22.33	23.28	21.36	376.90	349.50	13.41	17.37	46.41	60.13	500.40	1200.00	0.06	93.72	-0.10	0.02
75	7/7/1998 0:00:00	12/30/1899 13:53:50	1.00	144.42	10.90	0.18	238.00	2.44	1.35	6.00	0.00	1.42	23.98	26.46	22.31	363.20	349.10	19.70	22.56	61.79	70.78	500.60	1200.00	1.37	93.85	3.10	0.70
75	7/7/1998 0:00:00	12/30/1899 13:53:50	2.00	160.17	11.00	0.18	237.00	2.42	1.34	6.00	0.00	1.42	23.90	26.40	22.37	363.10	348.90	19.69	22.52	62.04	70.97	500.50	1200.00	0.16	93.84	3.10	0.70
42	7/6/1998 0:00:00	12/30/1899 15:39:30	1.00	156.30	15.40	0.35	258.00	3.62	1.18	6.00	0.00	1.42	23.13	23.11	22.73	370.10	350.10	13.42	17.68	44.24	58.30	500.40	1200.00	0.02	93.72	-0.10	0.02
42	7/6/1998 0:00:00	12/30/1899 15:39:30	2.00	176.55	15.50	0.34	257.00	3.62	1.19	6.00	0.00	1.42	23.11	23.16	22.79	370.00	349.80	13.42	17.69	44.30	58.39	500.40	1200.00	0.08	93.72	-0.10	0.02
72	7/7/1998 0:00:00	12/30/1899 13:40:21	1.00	143.68	12.20	0.43	287.00	3.76	1.04	6.00	0.00	1.42	25.31	25.85	25.18	366.60	350.40	20.21	24.61	58.59	71.33	500.50	1200.00	0.05	93.86	3.10	0.70
72	7/7/1998 0:00:00	12/30/1899 13:40:21	2.00	164.68	12.30	0.43	287.00	3.76	1.04	6.00	0.00	1.42	25.36	25.85	25.12	366.60	350.30	20.21	24.60	58.37	71.07	500.60	1199.00	0.50	93.85	3.10	0.70
73	7/7/1998 0:00:00	12/30/1899 13:37:12	1.00	21.18	17.90	0.29	210.00	3.15	1.18	6.00	0.00	1.42	24.87	26.06	23.99	353.90	331.20	19.79	23.48	58.88	69.85	500.50	1200.00	0.24	93.87	3.10	0.70
73	7/7/1998 0:00:00	12/30/1899 13:37:12	2.00	44.43	16.10	0.29	241.00	3.13	1.17	6.00	0.00	1.42	24.48	26.00	23.33	370.50	349.90	19.87	23.53	60.52	71.68	500.60	1200.00	0.95	93.87	3.10	0.70
